Age,Salary,CreditScore,Gender,SpendingScore,MembershipYears,PreviousPurchases,Purchased
23,111647,530,Female,64,2,22,1
63,52355,574,Female,40,12,49,1
36,93805,545,Female,51,5,27,0
49,88367,410,Male,9,5,9,0
26,129906,533,Male,30,13,24,1
29,137409,577,Female,56,10,35,1
28,97355,776,Female,81,9,25,1
63,136220,716,Male,44,3,25,0
33,110349,427,Female,59,1,44,1
18,107173,536,Female,15,12,12,0
62,21996,427,Female,68,9,16,0
38,139999,693,Female,70,5,39,1
47,64387,774,Female,61,9,3,0
30,134965,694,Female,80,4,22,1
51,23089,410,Male,90,12,34,1
21,118827,389,Male,23,5,10,0
45,40659,579,Male,77,6,11,0
55,65178,632,Male,47,10,8,0
48,140053,523,Female,17,8,14,0
44,115965,400,Female,57,11,44,1
22,101268,431,Male,54,11,36,1
42,105042,312,Male,91,13,4,1
20,126471,756,Male,52,6,18,1
50,90726,740,Male,22,3,10,0
21,90111,397,Male,83,9,8,0
42,126031,419,Female,39,4,34,1
37,133682,592,Female,99,14,49,1
51,54565,300,Male,13,12,26,0
43,120435,871,Male,78,5,12,0
22,109242,549,Female,95,12,11,1
52,133204,448,Female,66,8,8,1
45,149642,694,Female,52,4,41,1
46,42884,343,Male,14,4,27,0
26,37199,343,Female,73,6,12,0
55,80038,377,Male,74,1,19,0
23,77786,525,Male,63,2,12,0
36,129636,461,Female,71,11,26,1
61,124970,552,Female,28,1,25,0
28,69294,431,Female,89,9,28,1
19,98015,747,Male,46,9,28,1
64,54178,773,Female,28,11,21,1
61,32665,408,Female,2,13,8,0
61,149604,334,Male,17,1,23,0
26,20534,766,Female,59,2,41,1
38,111828,574,Female,52,5,18,1
41,56132,486,Male,4,4,37,0
51,135720,542,Male,77,10,30,1
39,56110,563,Male,82,14,38,1
20,78754,821,Male,3,13,14,0
29,83580,840,Male,37,12,31,1
45,42469,386,Female,97,4,45,1
47,84016,834,Female,24,1,47,1
43,66233,509,Male,72,1,45,1
38,122804,345,Female,35,11,28,1
45,149863,766,Female,2,0,33,0
43,86708,839,Male,33,2,8,0
50,78232,325,Male,76,11,34,1
38,113450,565,Male,86,11,5,0
52,106437,474,Female,77,10,36,1
51,126311,815,Male,10,13,13,0
58,54409,610,Female,81,6,46,1
64,135159,621,Female,62,10,49,1
35,39324,878,Female,43,4,48,1
28,28738,434,Female,69,6,8,0
40,123030,354,Male,59,8,18,1
39,130093,842,Female,9,5,22,0
34,44054,885,Male,77,1,40,1
22,49709,830,Female,60,0,27,0
61,129321,455,Male,63,0,15,0
28,105643,446,Male,52,9,25,0
47,148805,784,Male,23,8,37,1
32,20363,898,Female,30,13,39,1
44,30358,319,Female,43,5,24,0
52,121613,568,Female,68,5,34,1
50,135233,632,Male,21,3,4,0
37,23240,854,Female,43,11,6,0
33,92201,700,Female,73,13,22,1
51,65689,605,Female,7,1,24,0
19,21936,327,Male,16,9,0,0
52,132272,766,Female,23,2,21,0
57,111074,559,Female,58,2,3,0
45,63965,833,Male,87,7,27,1
64,97534,400,Male,31,5,47,1
56,20882,850,Male,69,6,13,0
23,40224,652,Male,6,8,32,0
26,125227,599,Male,65,0,3,0
37,143750,595,Male,59,1,41,1
18,139299,652,Female,28,14,10,1
25,145865,429,Female,18,8,38,1
40,132012,455,Male,88,4,31,1
20,143745,373,Female,77,3,3,0
21,50825,641,Male,97,0,0,0
42,90740,764,Female,10,8,25,1
64,48885,389,Male,7,10,32,0
55,60056,878,Male,37,12,16,0
32,23203,754,Female,96,8,26,1
38,80241,631,Female,45,3,41,1
52,22244,647,Female,86,8,4,0
63,118322,532,Female,16,9,6,0
31,135329,897,Female,88,12,24,1
53,88619,401,Female,14,0,7,0
29,41584,780,Female,11,14,33,1
34,28521,513,Female,83,4,40,1
56,70017,407,Male,87,0,3,0
26,53541,464,Female,34,3,11,0
52,49063,634,Female,60,11,30,1
30,90268,385,Male,13,4,10,0
32,145234,723,Male,39,13,36,1
35,146218,663,Male,44,10,43,1
50,138206,359,Male,28,2,35,1
23,84952,781,Female,40,1,44,1
44,113054,549,Female,16,5,21,0
40,59563,859,Male,50,10,0,0
44,59752,416,Male,28,12,49,1
51,115233,844,Female,68,2,3,0
63,22567,343,Female,92,9,35,1
55,36121,808,Female,60,0,7,0
31,21674,464,Female,12,10,24,0
53,96411,667,Male,16,12,27,1
25,129876,591,Female,53,4,37,1
52,86275,585,Male,54,1,35,0
36,87081,503,Male,49,14,35,1
47,49140,823,Male,36,1,42,1
31,145139,420,Female,62,14,40,1
37,29327,487,Male,84,3,45,1
42,90663,312,Female,26,3,3,0
57,43331,499,Male,56,3,12,0
41,43004,885,Female,90,6,37,1
31,127369,755,Male,22,0,44,1
43,139243,747,Male,73,12,24,1
55,30492,370,Female,69,7,2,0
40,74797,889,Female,81,11,31,1
39,78095,429,Male,49,12,38,1
36,33749,342,Male,98,9,0,0
63,83217,819,Female,2,8,10,0
20,109044,312,Male,53,9,1,0
59,29045,834,Female,7,12,4,0
36,40116,601,Female,77,13,21,1
26,38667,826,Male,20,14,45,1
45,95057,872,Female,94,5,12,1
37,94205,414,Male,30,3,47,1
62,47302,759,Female,75,5,22,1
24,31283,804,Female,95,9,46,1
31,50935,607,Male,67,6,30,0
26,92534,624,Female,59,5,34,1
36,114342,878,Male,66,10,37,1
64,51624,474,Female,3,0,40,0
31,33440,813,Female,56,4,34,1
55,131001,471,Female,79,7,44,1
53,66501,801,Female,17,14,12,0
57,107333,633,Male,52,7,6,0
34,21269,583,Female,7,11,4,0
47,27868,774,Female,5,9,28,0
26,50251,353,Female,98,8,7,0
50,97909,757,Male,97,3,7,0
42,104523,878,Male,54,9,6,1
31,58729,719,Male,61,5,18,0
28,35734,708,Male,16,6,38,0
52,62429,603,Female,67,4,22,0
58,61337,858,Female,59,14,35,1
31,60325,521,Female,47,10,41,1
47,103600,832,Male,48,7,31,1
58,82514,457,Male,64,2,44,1
21,28433,647,Female,50,7,3,0
21,133957,458,Female,85,14,29,1
45,29111,534,Female,41,13,41,1
25,123986,704,Male,72,4,38,1
19,83753,556,Female,22,0,4,0
58,133783,888,Female,54,12,2,1
63,100583,896,Male,5,5,21,0
39,93620,857,Male,17,1,27,0
58,41751,346,Female,78,14,21,0
33,36453,512,Male,41,6,21,0
46,105844,778,Female,92,14,33,1
47,58968,786,Female,95,14,28,1
29,50077,870,Female,81,8,42,1
52,128582,865,Female,35,2,41,1
28,54775,641,Male,40,13,12,0
63,78144,823,Male,22,9,6,0
38,68570,802,Male,48,13,9,0
38,66097,305,Female,53,3,27,0
22,44503,443,Female,93,3,3,0
37,22779,560,Female,10,3,31,0
54,106840,884,Male,18,2,21,0
20,20755,531,Male,99,4,19,0
61,59263,569,Female,80,8,47,1
50,128491,746,Male,49,14,19,1
26,75087,521,Male,71,10,5,0
26,62281,351,Male,30,7,8,0
21,71482,415,Male,19,9,27,0
52,74857,837,Female,55,1,12,0
34,142989,864,Male,60,11,30,1
51,37400,840,Female,87,8,38,1
41,60115,318,Male,72,11,49,1
49,34249,691,Female,81,9,13,1
18,133183,718,Female,21,1,21,0
25,66825,608,Male,26,6,36,0
62,130361,485,Female,28,4,44,1
40,44600,560,Female,39,14,23,0
64,57706,827,Male,33,12,7,0
57,39222,572,Female,40,6,14,0
29,119041,459,Male,83,4,40,1
29,124504,523,Female,29,11,5,0
63,61139,555,Male,20,5,22,0
64,134919,479,Male,20,7,24,0
32,136605,319,Male,74,0,30,1
58,61302,767,Male,12,12,45,1
36,114684,509,Male,97,10,28,1
43,107838,812,Female,25,12,22,1
46,88159,357,Female,25,11,9,0
39,28646,392,Male,4,0,8,0
57,33543,520,Female,4,4,48,0
38,114496,531,Female,9,14,12,0
55,148212,663,Female,15,0,31,1
37,42785,861,Male,26,2,48,1
46,98353,673,Male,79,9,44,1
21,51406,755,Female,90,14,40,1
24,108992,387,Male,92,8,0,0
45,71428,319,Male,71,13,0,0
45,43777,313,Female,32,12,36,0
21,77939,432,Male,76,6,39,1
39,73026,333,Male,99,11,17,1
29,106450,507,Male,52,5,35,1
62,49553,498,Male,32,7,30,0
20,43548,891,Male,9,7,0,0
39,83221,882,Female,78,5,46,1
61,57265,454,Male,13,3,35,0
19,145549,889,Male,56,3,8,0
41,60701,377,Female,44,3,21,0
51,71287,471,Female,97,5,27,1
44,26727,588,Male,96,0,25,0
58,130460,844,Female,83,11,9,1
18,70717,719,Male,30,1,46,1
25,52427,306,Female,16,5,2,0
40,36692,459,Male,12,13,1,0
55,51625,539,Female,74,13,36,1
23,44918,722,Male,66,10,30,1
39,126931,835,Female,18,0,32,0
42,61136,369,Male,13,8,31,0
35,134826,515,Male,93,11,42,1
34,134881,403,Male,24,5,11,0
29,72409,353,Female,12,6,2,0
23,35577,629,Female,60,13,47,1
43,105155,502,Male,60,11,25,1
44,131776,587,Male,93,0,13,0
25,119246,344,Male,86,7,11,1
36,122924,497,Male,1,11,25,1
59,146759,515,Female,43,11,15,1
18,140408,780,Female,55,11,7,0
46,101731,608,Female,40,11,48,1
62,47689,734,Male,64,11,48,1
52,31154,631,Male,34,4,27,0
57,124657,326,Female,34,4,6,0
31,114948,465,Female,48,13,14,0
52,41341,617,Female,33,5,40,0
62,117554,573,Female,68,6,35,1
37,94681,682,Male,30,6,7,0
30,127798,664,Male,84,4,9,0
55,66330,402,Male,90,0,14,0
63,138069,802,Female,79,10,17,1
25,107759,672,Male,71,8,45,1
60,88416,544,Female,71,14,36,1
37,145067,468,Female,29,5,40,1
50,106807,717,Female,23,12,44,1
43,53313,655,Female,34,8,42,1
56,66900,777,Female,84,10,43,1
38,98840,424,Male,15,3,34,1
59,54695,836,Male,97,1,1,0
60,50225,701,Male,53,12,21,0
58,106072,816,Female,17,12,14,0
26,116367,830,Male,64,2,36,1
41,69156,553,Female,84,11,38,1
54,97209,420,Male,61,3,35,1
58,107453,331,Female,57,9,4,0
34,47829,336,Female,77,11,47,1
41,100908,641,Male,88,7,14,1
38,45938,312,Female,37,2,26,0
56,79164,482,Male,7,7,15,0
58,74530,564,Male,8,5,35,0
56,140921,387,Male,87,3,37,1
30,88199,761,Female,78,13,17,1
28,80282,345,Female,68,6,34,1
63,67801,691,Female,21,14,24,1
36,29465,418,Female,61,13,21,1
28,23326,830,Male,74,10,30,1
30,23659,746,Female,86,12,36,1
63,80289,345,Male,94,4,33,1
62,47594,807,Male,94,4,22,1
18,135819,857,Female,80,8,15,1
57,24763,825,Female,75,12,5,0
61,108657,896,Male,86,2,14,1
36,30828,302,Female,29,9,17,0
29,67588,327,Male,25,14,37,1
25,31221,680,Female,58,3,12,0
25,31211,456,Female,14,4,23,0
62,33569,810,Male,78,0,12,0
29,116894,632,Male,66,6,0,0
50,57860,413,Male,54,7,47,1
62,91558,688,Female,77,14,35,1
43,65337,786,Female,67,5,48,1
56,72311,549,Female,30,8,17,0
45,33515,870,Male,18,2,47,1
22,91695,614,Male,54,1,32,0
25,142006,538,Female,21,4,37,1
42,131527,533,Male,53,12,42,1
44,126749,602,Female,83,8,5,1
63,107227,633,Male,16,10,16,0
40,44904,412,Female,28,0,3,0
47,79935,661,Female,4,0,13,0
62,63790,396,Female,55,9,29,1
64,88580,315,Male,15,2,45,0
40,95148,855,Male,64,9,19,0
64,25636,675,Female,65,2,7,0
37,97129,689,Female,16,4,1,0
35,134483,516,Female,20,3,36,1
35,22892,698,Female,64,5,3,0
19,41672,559,Female,33,11,9,0
21,25812,619,Female,81,7,19,1
47,116621,495,Male,69,7,34,1
50,148177,777,Male,69,14,47,1
53,20654,717,Male,58,10,9,0
35,74633,774,Male,39,3,27,0
54,37143,867,Female,77,0,14,0
36,75934,843,Female,36,12,35,1
64,87334,530,Female,94,13,0,1
45,123463,820,Male,68,13,21,1
57,145851,499,Male,87,6,26,1
37,49087,898,Female,21,5,28,0
50,31618,320,Male,63,4,14,0
29,28446,610,Male,85,3,9,0
32,107182,887,Female,6,5,19,0
58,122127,895,Female,24,7,21,0
56,68867,733,Female,53,5,49,1
19,71028,670,Male,95,2,47,1
46,80101,859,Female,83,8,8,0
58,47200,377,Female,76,2,31,1
27,115107,841,Female,78,3,16,1
19,108074,584,Male,50,12,41,1
28,126091,439,Male,12,4,18,0
30,81465,852,Female,56,10,39,1
27,129500,581,Female,15,1,26,0
31,106436,861,Male,83,10,36,1
35,138422,557,Male,92,9,33,1
26,144124,659,Female,40,14,46,1
56,107892,739,Male,41,10,48,1
45,108559,569,Female,69,9,9,0
20,140044,433,Female,69,1,29,1
37,59148,403,Male,6,5,20,0
23,102928,394,Female,87,14,20,1
44,40698,872,Female,67,13,33,1
19,62470,779,Male,33,1,8,0
46,112071,540,Female,43,9,33,1
55,71660,312,Male,21,0,49,0
20,73910,446,Female,84,7,11,0
33,55450,394,Female,65,9,46,1
47,76463,592,Male,17,13,20,0
57,53757,324,Male,93,9,19,1
19,98012,571,Male,8,12,5,0
34,126750,804,Male,64,0,49,1
58,147043,465,Male,90,9,44,1
29,90247,386,Male,28,13,35,1
52,92015,790,Female,98,5,11,0
60,51390,440,Male,90,11,40,1
18,76116,402,Female,13,13,30,0
62,33161,525,Male,13,0,1,0
32,52152,874,Female,38,7,15,0
43,100171,593,Female,25,13,0,0
54,126379,605,Male,62,4,3,0
38,115833,553,Female,23,2,46,1
48,40836,479,Female,86,4,0,0
42,110367,339,Female,21,14,46,1
40,86543,819,Male,54,12,34,1
41,75648,845,Male,63,0,12,0
55,46331,535,Female,30,0,49,1
45,125992,762,Male,75,11,44,1
38,30763,527,Male,68,13,41,1
60,89444,782,Female,97,3,30,1
35,113109,729,Female,76,8,19,1
53,39187,321,Male,73,13,6,0
52,31957,642,Male,32,8,39,0
62,24379,339,Male,75,0,32,0
26,47959,472,Female,24,2,27,0
55,102018,738,Male,7,12,49,1
47,143076,478,Male,72,11,43,1
61,47105,897,Male,97,3,49,1
51,20877,432,Female,89,1,43,1
49,68353,650,Female,1,6,19,0
20,103788,824,Female,3,2,31,0
20,116870,839,Male,28,0,8,0
45,104585,805,Male,43,0,33,1
61,103308,383,Female,97,2,13,1
32,71567,763,Male,46,5,3,0
58,77913,642,Male,1,3,28,0
40,22637,579,Male,38,0,14,0
57,92778,562,Female,91,6,16,0
28,62025,465,Male,35,1,18,0
49,126917,592,Male,74,11,37,1
53,121187,808,Female,76,4,8,0
50,119508,879,Male,74,7,26,1
41,102464,525,Female,54,6,48,1
56,48742,469,Male,98,10,14,1
51,31831,897,Female,24,11,36,1
45,133768,747,Female,28,7,27,1
54,135911,801,Male,22,12,49,1
24,105092,826,Male,16,9,3,0
21,110879,678,Female,13,13,20,0
54,108370,500,Male,62,10,33,1
18,146537,549,Female,43,5,18,0
18,66762,708,Male,87,6,36,1
64,124824,424,Male,78,8,3,1
37,118958,412,Male,32,5,36,1
36,108741,436,Male,67,8,31,1
46,38830,795,Female,91,14,44,1
27,75044,449,Female,83,12,47,1
35,93948,642,Male,86,11,11,1
45,89202,879,Male,57,1,40,1
52,57045,620,Male,65,12,15,0
60,106322,831,Male,69,1,13,0
64,137257,588,Male,49,13,0,1
48,91051,788,Female,33,1,31,0
44,127509,791,Female,19,5,20,0
28,46627,551,Male,36,1,3,0
55,35198,376,Female,70,2,8,0
22,89521,691,Female,15,12,45,1
25,131439,711,Male,97,7,21,1
51,126471,472,Female,24,7,11,0
29,49475,500,Female,27,10,29,0
55,125752,516,Female,49,11,29,1
18,138998,675,Female,75,3,31,1
48,39403,885,Male,23,8,35,1
21,23681,310,Female,33,7,6,0
62,111555,311,Female,41,0,16,0
22,138884,889,Female,56,7,0,0
47,113122,734,Male,29,0,13,0
41,135260,672,Female,31,14,46,1
20,62292,572,Female,65,3,43,0
28,123057,875,Female,98,9,43,1
62,125386,808,Male,18,5,37,1
21,122306,431,Male,82,6,25,1
43,25629,618,Male,6,9,26,0
44,113246,467,Male,52,12,44,1
63,115864,696,Male,40,3,15,0
60,97814,479,Female,65,7,45,1
44,28417,357,Male,42,7,6,0
59,138888,779,Female,94,13,31,1
23,54765,890,Male,68,13,24,1
32,94499,759,Male,32,13,30,1
47,134088,360,Male,10,8,15,0
59,76574,668,Female,69,13,40,1
54,122828,420,Female,9,5,13,0
54,110545,845,Female,69,3,24,1
59,148206,881,Male,61,1,29,1
54,47675,316,Male,11,14,6,0
52,145609,795,Male,99,6,11,1
40,121711,796,Male,91,9,2,1
23,92267,804,Male,68,2,26,0
21,60563,831,Male,74,10,45,1
35,31332,614,Female,97,12,18,1
26,143745,368,Female,8,11,42,1
46,39177,460,Male,49,2,36,0
30,109254,444,Female,24,2,44,0
64,88447,868,Female,33,3,41,1
34,77104,894,Female,19,1,6,0
62,104335,684,Male,2,12,48,1
49,134938,568,Male,55,12,15,1
39,100730,753,Male,11,4,31,1
21,24951,817,Male,99,2,7,0
22,126402,649,Female,17,9,48,1
54,48333,409,Male,42,4,12,0
58,41673,782,Male,61,11,10,0
30,134421,706,Male,3,12,19,1
51,60870,350,Female,86,6,17,0
62,141945,702,Female,35,8,36,1
39,147536,862,Female,85,1,5,1
40,91101,775,Female,89,8,19,1
20,42821,386,Female,66,9,31,1
59,45494,367,Male,1,5,45,0
51,119477,895,Female,7,11,43,1
49,146083,341,Female,20,5,28,0
62,94160,356,Male,43,10,3,0
38,132698,495,Male,6,2,6,0
63,131560,361,Male,55,13,42,1
61,20835,562,Female,21,9,19,0
38,145126,411,Male,51,12,33,1
61,38646,477,Female,46,8,35,0
28,143777,325,Male,35,3,6,0
56,97360,709,Female,8,4,32,0
21,57335,830,Female,68,2,14,0
18,89351,616,Female,16,4,31,0
45,134934,831,Female,67,7,21,1
41,22429,405,Male,71,7,39,0
52,61950,763,Male,64,13,28,1
30,80654,545,Female,2,7,24,0
64,127422,380,Male,1,5,4,0
51,129934,695,Female,58,14,13,1
28,139975,821,Male,1,14,49,1
53,88143,563,Male,7,0,34,0
34,111186,573,Female,88,10,1,1
52,124234,471,Female,69,9,24,1
35,117889,564,Male,85,11,15,1
57,122326,325,Female,92,5,45,1
39,97527,768,Male,18,11,15,1
41,106704,775,Male,88,10,10,1
36,51099,655,Male,32,9,48,1
54,59385,325,Female,45,6,34,0
56,55919,333,Female,33,13,22,0
38,116952,563,Male,74,8,4,0
25,80782,437,Female,73,11,34,1
45,91116,865,Female,49,7,28,1
22,92590,761,Male,33,10,46,1
34,109626,467,Female,97,11,4,1
54,60387,380,Female,71,7,2,0
53,35823,706,Male,68,14,5,0
36,66015,873,Female,28,6,22,0
44,122877,345,Male,87,1,45,1
51,35339,898,Female,53,0,1,0
28,149949,352,Female,96,14,17,1
62,23491,775,Male,44,1,29,0
64,20706,891,Male,80,14,37,1
29,117493,315,Female,55,5,4,0
38,35728,659,Male,10,12,45,1
28,26997,786,Male,14,1,48,0
56,123537,801,Female,36,9,10,1
45,80408,440,Male,34,3,0,0
22,78097,746,Female,88,14,9,1
34,149526,589,Female,18,9,40,1
37,58523,508,Male,16,2,43,0
58,141648,774,Female,37,5,25,0
63,45163,712,Male,41,11,32,1
29,37718,726,Female,25,11,26,0
23,107508,670,Male,8,12,49,1
34,103767,589,Male,88,13,11,1
36,59619,731,Female,84,7,1,0
43,32126,567,Male,94,10,0,0
61,109131,450,Male,84,5,0,0
61,84926,554,Male,18,1,32,0
49,60633,652,Female,68,4,21,0
23,97654,676,Female,48,10,11,0
53,23317,657,Male,70,12,38,1
55,64980,669,Male,67,5,35,1
28,64115,526,Female,18,8,20,0
50,81646,602,Female,18,5,19,0
41,63158,688,Female,56,9,35,1
40,75963,676,Male,23,4,25,0
32,67631,417,Female,35,0,46,1
44,69316,304,Male,6,9,30,0
28,125364,743,Female,26,4,0,0
34,79342,651,Male,85,4,37,1
31,35504,832,Female,61,5,13,0
44,88593,423,Male,88,6,25,0
35,46660,576,Female,15,12,45,1
45,57196,693,Female,91,12,41,1
64,85938,659,Male,32,3,6,0
64,28605,768,Female,12,6,11,0
21,77388,356,Female,5,4,23,0
24,101297,550,Female,64,5,18,1
62,75501,449,Female,71,3,8,0
52,73309,751,Male,86,11,34,1
26,47043,461,Male,27,7,3,0
25,53635,419,Female,79,8,44,1
62,99315,881,Male,45,1,41,1
34,100691,650,Male,35,11,31,1
34,126514,398,Male,26,10,45,1
50,53132,466,Male,23,3,5,0
49,109387,813,Male,13,10,27,1
25,35366,700,Female,90,7,27,1
36,113944,664,Male,3,7,39,1
55,92107,876,Female,29,14,28,1
20,82580,625,Male,66,8,41,1
22,135267,880,Female,64,2,4,0
30,142362,546,Female,28,0,4,0
64,77889,733,Female,87,8,36,1
63,99553,392,Male,36,0,40,1
48,59236,567,Male,6,2,27,0
33,24150,620,Female,11,2,40,0
49,131369,361,Female,38,8,46,1
39,39423,599,Male,34,14,8,0
46,24137,702,Male,81,0,28,0
39,49992,866,Female,67,6,13,0
60,130540,602,Male,46,1,37,1
20,114438,552,Male,98,6,39,1
27,135140,777,Male,86,14,33,1
59,64921,668,Male,29,14,36,1
38,141225,459,Male,60,0,48,1
33,99369,465,Male,54,12,41,1
29,86917,504,Female,93,9,13,1
19,93690,566,Female,69,9,17,0
58,54235,437,Female,74,7,32,0
41,98975,667,Female,74,9,33,1
52,39122,742,Female,9,12,27,0
47,43956,866,Female,85,9,35,1
47,83879,316,Male,77,1,44,1
64,78560,367,Male,10,2,47,1
52,141435,432,Female,75,13,36,1
36,102800,729,Female,68,7,22,1
25,130310,607,Female,58,2,41,1
43,88685,473,Male,95,0,16,0
57,44660,711,Male,52,8,10,0
24,148029,396,Male,34,7,31,1
47,126196,453,Male,35,14,36,1
24,106064,541,Female,33,3,14,0
20,134440,603,Female,72,7,3,0
18,21168,584,Female,32,13,38,1
53,65124,326,Female,55,4,29,0
42,55897,701,Male,97,2,9,0
54,35032,659,Male,8,0,22,0
18,72797,359,Female,46,12,23,1
32,55294,501,Male,14,9,35,1
54,63827,880,Male,98,4,4,0
30,23516,669,Male,8,10,36,0
57,39751,832,Male,71,5,42,1
25,50373,451,Female,77,3,18,0
22,142026,401,Male,54,6,36,1
26,50270,745,Female,21,2,7,0
18,30386,528,Male,96,6,6,0
53,121859,424,Male,75,13,39,1
52,84817,535,Female,14,0,12,0
19,85184,461,Female,75,6,36,1
57,134316,853,Male,2,0,26,0
40,99693,652,Male,98,12,17,1
26,57879,367,Female,61,10,23,1
51,125056,472,Male,17,0,40,1
63,69597,858,Male,78,1,1,0
31,59132,560,Female,89,1,15,0
21,23626,516,Male,48,3,13,0
47,105936,423,Male,91,12,16,1
48,122179,461,Male,8,0,5,0
55,123801,500,Male,56,3,34,1
28,101515,753,Male,17,1,16,0
52,97065,701,Female,69,3,44,1
25,75390,761,Male,12,3,37,0
20,36645,574,Female,38,8,39,1
31,111960,505,Female,18,8,5,0
30,74144,339,Male,26,0,47,0
62,33382,572,Female,95,4,37,0
49,24025,392,Male,37,6,48,0
51,63226,341,Female,70,3,20,0
62,99380,764,Female,41,11,34,1
36,142971,678,Female,79,4,22,1
55,138910,406,Male,42,1,11,0
33,89711,627,Female,90,2,28,1
19,116055,364,Female,76,6,26,1
57,146189,664,Female,41,9,5,0
34,94710,783,Male,47,12,20,1
51,23443,323,Male,14,14,6,0
59,41395,839,Female,1,6,42,0
33,30725,361,Female,17,3,40,0
55,53461,790,Female,97,11,15,1
19,147000,572,Female,55,0,4,0
19,61115,528,Male,93,0,14,0
43,130084,319,Male,53,3,20,0
30,116887,302,Male,31,3,3,0
64,103732,720,Female,62,5,4,0
48,132145,606,Male,8,6,6,0
51,99790,731,Female,30,8,34,1
56,99557,435,Female,77,8,35,1
20,131672,814,Female,80,9,14,1
25,91260,492,Male,66,11,27,1
40,48690,884,Female,45,14,1,0
31,21407,714,Male,18,11,4,0
44,93568,417,Female,99,4,6,0
46,78560,508,Male,45,9,21,0
56,67340,333,Female,19,10,48,1
56,37794,617,Male,77,2,30,1
18,39881,419,Female,68,2,31,0
34,106292,824,Male,83,14,7,1
58,125698,880,Female,50,5,40,1
47,114952,388,Female,25,0,41,1
30,69703,811,Female,38,6,10,0
38,64354,346,Male,95,2,0,0
36,111288,821,Female,36,4,46,1
36,98462,583,Female,68,6,39,1
42,139020,676,Female,56,6,18,1
39,119301,433,Male,39,8,43,1
48,138764,547,Female,63,0,37,1
34,34390,617,Female,7,2,41,0
40,124403,735,Male,58,8,36,1
49,107475,475,Female,80,7,6,0
27,47307,885,Male,59,1,38,1
27,116364,650,Female,48,7,24,1
53,114049,442,Male,5,7,21,0
25,138740,697,Male,87,1,26,1
37,139991,668,Male,36,7,40,1
49,44502,800,Female,96,2,46,1
31,115599,669,Female,88,6,37,1
45,42486,878,Male,25,12,47,1
63,131813,681,Female,45,8,38,1
41,58258,385,Female,92,3,14,0
32,77716,759,Male,19,14,1,0
39,117228,624,Male,7,10,7,0
47,123920,821,Male,58,5,43,1
21,101494,788,Male,81,8,42,1
30,120552,696,Female,66,10,5,1
40,102768,654,Female,80,10,19,1
25,30748,587,Female,39,4,26,0
35,82785,758,Female,18,11,44,1
29,96050,835,Female,1,0,22,0
48,42738,590,Female,63,2,47,1
31,94231,467,Male,3,10,39,1
51,93606,727,Female,21,14,16,0
35,113301,789,Female,30,8,12,0
51,61662,654,Female,11,2,3,0
28,138313,495,Male,22,10,19,1
58,116297,844,Male,57,10,41,1
29,102234,310,Female,89,9,24,1
32,35123,881,Male,3,1,21,0
48,120680,555,Male,30,3,47,1
46,45616,695,Female,88,4,16,0
43,122682,708,Female,45,6,39,1
35,31182,661,Female,36,6,10,0
49,110369,558,Male,87,8,24,1
39,118878,302,Male,72,12,4,0
55,82013,383,Female,64,7,20,1
34,51331,455,Male,54,12,25,1
40,66098,475,Male,68,14,15,1
41,46128,771,Male,50,1,39,0
25,51556,723,Female,31,11,20,0
58,147398,433,Female,29,7,47,1
23,107505,679,Female,59,7,31,1
22,41876,576,Female,36,4,3,0
61,28949,535,Female,77,14,37,1
46,71962,312,Male,73,12,7,0
45,110054,641,Male,85,2,8,0
28,143984,334,Male,67,8,44,1
18,91206,858,Male,89,11,16,1
60,44099,513,Male,89,6,40,1
36,124871,711,Male,76,0,12,1
26,32716,704,Female,93,7,8,0
44,72611,793,Female,11,9,5,0
51,58885,458,Male,11,12,26,0
61,73144,409,Female,26,4,41,0
21,85220,848,Male,53,5,36,1
53,27837,825,Male,14,8,38,1
35,69355,646,Female,64,9,42,1
32,67299,578,Female,80,14,23,1
30,39159,778,Male,10,13,8,0
36,145212,410,Female,31,7,41,1
23,136680,730,Male,95,13,10,1
29,136931,841,Male,36,10,34,1
54,126802,414,Male,10,13,28,1
34,136375,389,Male,26,13,7,0
40,122413,511,Male,20,2,16,0
43,71012,849,Female,44,12,6,0
46,79305,894,Male,62,4,11,0
50,107096,838,Female,73,3,47,1
44,37106,659,Male,79,13,14,1
42,78123,785,Female,9,0,28,0
27,131825,671,Male,71,4,44,1
64,28720,514,Female,90,9,49,1
40,57661,314,Male,24,6,49,1
38,135031,558,Male,12,0,23,0
38,113898,762,Female,60,3,36,1
60,113794,419,Female,84,5,13,1
30,107318,427,Female,78,10,10,1
54,126704,822,Female,86,11,34,1
50,41120,624,Female,16,8,16,0
41,39790,619,Female,29,10,26,0
61,78655,805,Male,32,7,43,1
28,79643,825,Male,83,1,2,0
34,113448,349,Male,35,10,1,0
21,67374,883,Female,43,2,3,0
64,62907,368,Female,96,9,17,1
42,70071,690,Female,53,12,19,1
47,140507,682,Male,20,4,20,0
26,54812,315,Female,84,10,13,0
38,69570,738,Male,8,6,7,0
37,70901,867,Female,99,2,1,0
36,80186,431,Female,42,11,25,0
36,142066,859,Female,77,6,18,1
29,148364,547,Male,70,4,41,1
54,70251,572,Female,16,9,27,0
59,85171,648,Male,69,5,28,1
34,56160,783,Female,53,5,4,0
54,39156,849,Female,45,10,42,1
56,96208,656,Female,51,10,27,1
